method,config,instance_name,best_obj,avg_obj,mean_runtime,runs
vanilla,set1_3types_linear,Correia_Random_4_3_9_10,75720.0,75760.0,6.3014054999999995,10
sfc,set1_3types_linear,Correia_Random_4_3_9_2,75580.0,75650.0,7.991719399999999,10
vanilla,set1_3types_linear,Correia_Random_4_3_9_2,75680.0,75733.0,5.7538616,10
sfc,set1_3types_linear,Correia_Random_4_3_9_3,75250.0,75282.0,9.9453914,10
vanilla,set1_3types_linear,Correia_Random_4_3_9_3,75320.0,75346.0,5.5649877000000005,10
sfc,set1_3types_linear,Correia_Random_4_3_9_4,75340.0,75383.0,9.7418451,10
vanilla,set1_3types_linear,Correia_Random_4_3_9_4,75350.0,75376.0,5.8100582,10
sfc,set1_3types_linear,Correia_Random_4_3_9_5,76240.0,76287.0,8.0749358,10
vanilla,set1_3types_linear,Correia_Random_4_3_9_5,76260.0,76286.0,10.132147100000001,10
sfc,set1_3types_linear,Correia_Random_4_3_9_6,75390.0,75427.0,9.31171,10
vanilla,set1_3types_linear,Correia_Random_4_3_9_6,75440.0,75501.0,5.3373207,10
sfc,set1_3types_linear,Correia_Random_4_3_9_7,75180.0,75211.0,11.0452023,10
vanilla,set1_3types_linear,Correia_Random_4_3_9_7,75140.0,75187.0,5.9574666,10
sfc,set1_3types_linear,Correia_Random_4_3_9_8,76050.0,76091.0,9.025336900000001,10
vanilla,set1_3types_linear,Correia_Random_4_3_9_8,76070.0,76093.0,7.4333112,10
sfc,set1_3types_linear,Correia_Random_4_3_9_9,75240.0,75271.0,9.9189778,10
vanilla,set1_3types_linear,Correia_Random_4_3_9_9,75240.0,75306.0,5.651582400000001,10
