method,config,instance_name,best_obj,avg_obj,mean_runtime,runs
sfc,set1_5types_linear,Correia_Random_4_3_11_6,77770.0,77786.0,11.0113665,10
vanilla,set1_5types_linear,Correia_Random_4_3_11_6,77770.0,77795.0,8.5722296,10
sfc,set1_5types_linear,Correia_Random_4_3_11_7,77400.0,77460.0,12.1994399,10
vanilla,set1_5types_linear,Correia_Random_4_3_11_7,77370.0,77415.0,8.7040772,10
sfc,set1_5types_linear,Correia_Random_4_3_11_8,78320.0,78351.0,10.694442800000001,10
vanilla,set1_5types_linear,Correia_Random_4_3_11_8,78250.0,78300.0,8.7493379,10
sfc,set1_5types_linear,Correia_Random_4_3_11_9,77650.0,77664.0,12.7388182,10
vanilla,set1_5types_linear,Correia_Random_4_3_11_9,77620.0,77655.0,8.1167203,10
sfc,set1_5types_linear,Correia_Random_4_3_9_1,75040.0,75058.0,9.496075000000001,10
vanilla,set1_5types_linear,Correia_Random_4_3_9_1,75050.0,75072.0,16.1392783,10
sfc,set1_5types_linear,Correia_Random_4_3_9_10,75680.0,75717.0,10.1314871,10
vanilla,set1_5types_linear,Correia_Random_4_3_9_10,75720.0,75747.0,11.216863100000001,10
sfc,set1_5types_linear,Correia_Random_4_3_9_2,75610.0,75640.0,8.9358086,10
vanilla,set1_5types_linear,Correia_Random_4_3_9_2,75630.0,75644.0,12.8028222,10
sfc,set1_5types_linear,Correia_Random_4_3_9_3,75250.0,75286.0,11.3510153,10
vanilla,set1_5types_linear,Correia_Random_4_3_9_3,75270.0,75288.0,13.716514100000001,10
sfc,set1_5types_linear,Correia_Random_4_3_9_4,75280.0,75315.0,13.0100212,10
vanilla,set1_5types_linear,Correia_Random_4_3_9_4,75330.0,75361.0,16.217178699999998,10
sfc,set1_5types_linear,Correia_Random_4_3_9_5,76230.0,76245.0,7.3048068,10
vanilla,set1_5types_linear,Correia_Random_4_3_9_5,76240.0,76246.0,13.4613452,10
sfc,set1_5types_linear,Correia_Random_4_3_9_6,75380.0,75413.0,11.234348700000002,10
vanilla,set1_5types_linear,Correia_Random_4_3_9_6,75430.0,75463.0,13.5034616,10
sfc,set1_5types_linear,Correia_Random_4_3_9_7,75050.0,75070.0,12.7700995,10
vanilla,set1_5types_linear,Correia_Random_4_3_9_7,75080.0,75097.0,16.572032,10
sfc,set1_5types_linear,Correia_Random_4_3_9_8,76030.0,76049.0,10.2983565,10
vanilla,set1_5types_linear,Correia_Random_4_3_9_8,76060.0,76067.0,13.8107918,10
sfc,set1_5types_linear,Correia_Random_4_3_9_9,75170.0,75208.0,11.8714369,10
vanilla,set1_5types_linear,Correia_Random_4_3_9_9,75180.0,75226.0,15.8758503,10
