method,config,instance_name,best_obj,avg_obj,mean_runtime,runs
vanilla,set1_3types_linear,Correia_Random_4_3_9_10,75720.0,75760.0,6.3014054999999995,10
sfc,set1_3types_linear,Correia_Random_4_3_9_2,75580.0,75650.0,7.991719399999999,10
vanilla,set1_3types_linear,Correia_Random_4_3_9_2,75680.0,75733.0,5.7538616,10
sfc,set1_3types_linear,Correia_Random_4_3_9_3,75250.0,75282.0,9.9453914,10
vanilla,set1_3types_linear,Correia_Random_4_3_9_3,75320.0,75346.0,5.5649877000000005,10
sfc,set1_3types_linear,Correia_Random_4_3_9_4,75340.0,75383.0,9.7418451,10
vanilla,set1_3types_linear,Correia_Random_4_3_9_4,75350.0,75376.0,5.8100582,10
sfc,set1_3types_linear,Correia_Random_4_3_9_5,76240.0,76287.0,8.0749358,10
vanilla,set1_3types_linear,Correia_Random_4_3_9_5,76260.0,76286.0,10.132147100000001,10
sfc,set1_3types_linear,Correia_Random_4_3_9_6,75390.0,75427.0,9.31171,10
vanilla,set1_3types_linear,Correia_Random_4_3_9_6,75440.0,75501.0,5.3373207,10
sfc,set1_3types_linear,Correia_Random_4_3_9_7,75180.0,75211.0,11.0452023,10
vanilla,set1_3types_linear,Correia_Random_4_3_9_7,75140.0,75187.0,5.9574666,10
sfc,set1_3types_linear,Correia_Random_4_3_9_8,76050.0,76091.0,9.025336900000001,10
vanilla,set1_3types_linear,Correia_Random_4_3_9_8,76070.0,76093.0,7.4333112,10
sfc,set1_3types_linear,Correia_Random_4_3_9_9,75240.0,75271.0,9.9189778,10
vanilla,set1_3types_linear,Correia_Random_4_3_9_9,75240.0,75306.0,5.651582400000001,10
sfc,set1_5types_linear,Correia_Random_4_3_10_1,75410.0,75465.0,10.5194636,10
vanilla,set1_5types_linear,Correia_Random_4_3_10_1,75410.0,75469.0,11.8273488,10
sfc,set1_5types_linear,Correia_Random_4_3_10_10,76190.0,76224.0,9.2232292,10
vanilla,set1_5types_linear,Correia_Random_4_3_10_10,76200.0,76224.0,9.690921399999999,10
sfc,set1_5types_linear,Correia_Random_4_3_10_2,75980.0,76003.0,10.8544009,10
vanilla,set1_5types_linear,Correia_Random_4_3_10_2,75980.0,76028.0,10.6202369,10
sfc,set1_5types_linear,Correia_Random_4_3_10_3,75600.0,75645.0,9.7817236,10
vanilla,set1_5types_linear,Correia_Random_4_3_10_3,75610.0,75647.0,9.9641567,10
sfc,set1_5types_linear,Correia_Random_4_3_10_4,75740.0,75776.0,9.331575,10
vanilla,set1_5types_linear,Correia_Random_4_3_10_4,75750.0,75794.0,10.5400089,10
sfc,set1_5types_linear,Correia_Random_4_3_10_5,76470.0,76494.0,9.753927299999999,10
vanilla,set1_5types_linear,Correia_Random_4_3_10_5,76480.0,76502.0,11.0412122,10
sfc,set1_5types_linear,Correia_Random_4_3_10_6,75860.0,75917.0,9.525601900000002,10
vanilla,set1_5types_linear,Correia_Random_4_3_10_6,75890.0,75920.0,11.7268753,10
sfc,set1_5types_linear,Correia_Random_4_3_10_7,75460.0,75494.0,8.867975900000001,10
vanilla,set1_5types_linear,Correia_Random_4_3_10_7,75440.0,75500.0,11.2209443,10
sfc,set1_5types_linear,Correia_Random_4_3_10_8,76490.0,76529.0,9.3449527,10
vanilla,set1_5types_linear,Correia_Random_4_3_10_8,76490.0,76524.0,11.1536006,10
sfc,set1_5types_linear,Correia_Random_4_3_10_9,75580.0,75614.0,13.031439299999999,10
vanilla,set1_5types_linear,Correia_Random_4_3_10_9,75590.0,75636.0,11.0879336,10
sfc,set1_5types_linear,Correia_Random_4_3_11_1,77290.0,77335.0,10.5354388,10
vanilla,set1_5types_linear,Correia_Random_4_3_11_1,77250.0,77300.0,8.2435064,10
sfc,set1_5types_linear,Correia_Random_4_3_11_10,78340.0,78386.0,11.4021557,10
vanilla,set1_5types_linear,Correia_Random_4_3_11_10,78310.0,78340.0,8.0801505,10
sfc,set1_5types_linear,Correia_Random_4_3_11_2,78240.0,78281.0,10.8014933,10
vanilla,set1_5types_linear,Correia_Random_4_3_11_2,78240.0,78253.0,7.879174999999999,10
sfc,set1_5types_linear,Correia_Random_4_3_11_3,77450.0,77462.0,10.8218272,10
vanilla,set1_5types_linear,Correia_Random_4_3_11_3,77420.0,77447.0,8.4129413,10
sfc,set1_5types_linear,Correia_Random_4_3_11_4,77560.0,77588.0,10.4873032,10
vanilla,set1_5types_linear,Correia_Random_4_3_11_4,77530.0,77552.0,7.877883199999999,10
sfc,set1_5types_linear,Correia_Random_4_3_11_5,78320.0,78353.0,10.677386,10
vanilla,set1_5types_linear,Correia_Random_4_3_11_5,78270.0,78322.0,8.441645900000001,10
sfc,set1_5types_linear,Correia_Random_4_3_11_6,77770.0,77786.0,11.0113665,10
vanilla,set1_5types_linear,Correia_Random_4_3_11_6,77770.0,77795.0,8.5722296,10
sfc,set1_5types_linear,Correia_Random_4_3_11_7,77400.0,77460.0,12.1994399,10
vanilla,set1_5types_linear,Correia_Random_4_3_11_7,77370.0,77415.0,8.7040772,10
sfc,set1_5types_linear,Correia_Random_4_3_11_8,78320.0,78351.0,10.694442800000001,10
vanilla,set1_5types_linear,Correia_Random_4_3_11_8,78250.0,78300.0,8.7493379,10
sfc,set1_5types_linear,Correia_Random_4_3_11_9,77650.0,77664.0,12.7388182,10
vanilla,set1_5types_linear,Correia_Random_4_3_11_9,77620.0,77655.0,8.1167203,10
sfc,set1_5types_linear,Correia_Random_4_3_9_1,75040.0,75058.0,9.496075000000001,10
vanilla,set1_5types_linear,Correia_Random_4_3_9_1,75050.0,75072.0,16.1392783,10
sfc,set1_5types_linear,Correia_Random_4_3_9_10,75680.0,75717.0,10.1314871,10
vanilla,set1_5types_linear,Correia_Random_4_3_9_10,75720.0,75747.0,11.216863100000001,10
sfc,set1_5types_linear,Correia_Random_4_3_9_2,75610.0,75640.0,8.9358086,10
vanilla,set1_5types_linear,Correia_Random_4_3_9_2,75630.0,75644.0,12.8028222,10
sfc,set1_5types_linear,Correia_Random_4_3_9_3,75250.0,75286.0,11.3510153,10
vanilla,set1_5types_linear,Correia_Random_4_3_9_3,75270.0,75288.0,13.716514100000001,10
sfc,set1_5types_linear,Correia_Random_4_3_9_4,75280.0,75315.0,13.0100212,10
vanilla,set1_5types_linear,Correia_Random_4_3_9_4,75330.0,75361.0,16.217178699999998,10
sfc,set1_5types_linear,Correia_Random_4_3_9_5,76230.0,76245.0,7.3048068,10
vanilla,set1_5types_linear,Correia_Random_4_3_9_5,76240.0,76246.0,13.4613452,10
sfc,set1_5types_linear,Correia_Random_4_3_9_6,75380.0,75413.0,11.234348700000002,10
vanilla,set1_5types_linear,Correia_Random_4_3_9_6,75430.0,75463.0,13.5034616,10
sfc,set1_5types_linear,Correia_Random_4_3_9_7,75050.0,75070.0,12.7700995,10
vanilla,set1_5types_linear,Correia_Random_4_3_9_7,75080.0,75097.0,16.572032,10
sfc,set1_5types_linear,Correia_Random_4_3_9_8,76030.0,76049.0,10.2983565,10
vanilla,set1_5types_linear,Correia_Random_4_3_9_8,76060.0,76067.0,13.8107918,10
sfc,set1_5types_linear,Correia_Random_4_3_9_9,75170.0,75208.0,11.8714369,10
vanilla,set1_5types_linear,Correia_Random_4_3_9_9,75180.0,75226.0,15.8758503,10
